Gene_ID	MCF7-2_shRB1-3_DMSO_1	MCF7-2_shRB1-3_DMSO_2	MCF7-2_shRB1-3_LY500nM_1	MCF7-2_shRB1-3_LY500nM_2
ZKSCAN3	19	78	74	46
SNORD9	0	0	0	0
FGA	0	0	0	0
SSX4	0	0	0	0
AATF	1044	2528	2329	1339
LOC101928469	0	0	0	0
TRAPPC5	296	1342	886	497
PDZD9	0	0	0	0
SAMD11	272	469	453	252
MIR5707	0	0	0	0
POLN	7	13	20	5
LOC100506804	3	7	6	2
CCDC47	5454	9218	10867	6338
MIR3687	5	56	48	27
LOC100129083	1	16	11	1
CDC42P3	0	0	1	1
LOC100132215	24	4	6	4
C8orf58	51	85	130	77
LOC101929526	0	0	0	0
SSNA1	433	1373	1371	670
STPG1	57	144	85	79
SLC9A7P1	5	20	17	11
PHACTR1	6	30	20	28
SNORD4B	4	0	5	1
ANKRD18B	111	175	205	110
LINC00700	0	0	0	0
ZBTB12	80	242	220	134
DLX1	116	284	219	124
EIF2A	1124	3171	1827	1128
BACE1	538	1603	1740	1059
BCAR3	68	228	237	110
MIR876	0	0	0	0
THUMPD2	63	96	98	50
MIR4683	0	0	0	0
DSCR10	0	1	0	0
ZNF330	290	777	562	310
PDE1B	0	0	2	2
HEMK1	38	183	132	95
MIR3916	3	4	4	1
MED23	234	613	451	302
E2F3	393	473	922	560
TSPY8	0	0	0	0
ACADS	59	470	182	99
HDAC2	2270	4354	4247	2474
OR5T2	0	0	0	0
ZNF658B	0	0	0	0
HUS1B	1	3	4	0
LINC00630	23	68	44	42
FAM149A	40	134	141	66
KCTD12	122	136	212	165
JAK1	2240	5755	5594	3492
C2orf66	0	0	0	2
NAGPA-AS1	0	1	3	0
C12orf5	151	131	287	115
SLC25A19	139	195	299	151
PIK3R4	293	463	469	286
INGX	0	0	0	0
HBBP1	0	0	0	0
RGS7	0	0	0	0
TCF19	533	1677	1123	645
KCNAB1	2	1	7	7
MICB	96	191	526	295
MIR30E	0	0	0	0
FGG	3	30	1	2
CALML4	102	165	121	91
RASIP1	4	14	6	1
PSD3	265	578	532	395
CBR4	360	780	815	513
DMXL1	291	579	660	448
CAHM	4	6	3	3
LLPH	370	517	574	316
FAM110D	11	54	27	15
CCND2	0	0	0	0
E2F7	209	299	302	160
STARD3	195	891	594	350
LIPT1	64	186	107	47
GPR34	0	0	0	0
SLC41A3	232	1120	853	557
CERK	629	1514	1664	896
GATAD2B	350	1452	1170	953
ZDHHC21	147	236	270	154
ALDH6A1	485	1470	824	738
SLC12A5	43	125	84	78
SLC5A11	2	0	2	2
CNTNAP3P2	0	0	0	0
CENPH	531	949	710	281
RPF2	489	768	837	484
HORMAD2	0	0	0	0
MFSD8	221	258	303	139
FAM64A	367	860	774	391
TMUB1	364	1662	1444	818
ZNF655	0	0	0	0
ACVR2B	246	894	531	544
PTGS1	0	1	3	1
MED21	226	263	370	210
PAUPAR	0	1	0	0
RPL13AP6	0	4	1	2
BEND6	95	228	217	121
C1QTNF1-AS1	0	0	0	0
SLC25A16	105	244	157	83
SLC8A1	1	7	12	5
FKTN	252	507	440	286
GRK1	0	0	0	0
WDFY4	1	3	5	6
GAST	0	0	0	0
OR2A20P	0	0	0	0
AANAT	2	2	0	3
LINC00488	0	0	0	0
LOC101928020	0	1	0	0
LOC100129520	0	1	0	0
NR2F2	2263	6191	5425	3813
XIRP2-AS1	0	0	0	0
PABPC1L2A	0	0	0	0
AK4	691	1206	1913	1223
PLEKHH3	168	728	780	513
TTTY18	0	0	0	0
LOC101928539	0	0	0	0
ZNF343	79	175	138	82
LOC100288570	0	0	0	0
PTPRE	26	50	48	34
USMG5	681	1138	1552	801
CCR2	0	0	0	0
RPL32P3	7	38	12	13
NPEPL1	15	103	84	38
MIR3150B	0	0	0	0
ATP6V1G3	0	0	0	0
TMEM88B	0	2	0	0
TMEM177	139	332	320	188
SNORD88A	0	0	1	1
CD164L2	1	16	8	5
FOLH1B	1	4	0	1
MIR660	0	0	0	0
DNAJC15	602	1116	1046	571
NCAM1	9	4	2	1
DUSP8	67	589	466	379
FAM69A	88	112	168	84
MIR558	0	0	0	0
PDCL2	0	0	0	0
TP53RK	230	407	436	231
BARD1	635	935	839	517
CCNF	776	2237	1954	1096
PLK4	364	656	437	246
MICALL1	277	1007	992	553
FSTL4	8	39	48	27
TGFBRAP1	409	1080	1124	746
DCAF11	1854	7649	4492	2737
SLC2A6	70	103	245	120
LOC400553	0	0	0	0
KCNK13	33	52	216	111
CSRP2	83	164	192	71
DEFA5	0	0	0	0
CYP2C9	0	0	0	0
SLC35G4P	0	0	0	0
LOC101927069	0	0	0	0
CEP95	261	615	527	295
SCLT1	140	196	193	70
APOC4	0	0	0	0
P2RX6P	0	0	0	0
LOC440600	0	12	9	5
CDK2AP2	336	1678	1149	640
RGS5	21	30	24	24
HTR1F	0	0	1	0
LOC102723517	0	0	0	0
CNTN5	0	0	0	1
MAPKAP1	882	1738	1936	1032
CCNL2	96	323	285	282
GFAP	0	0	0	0
NTS	0	1	0	0
SLC35G3	0	0	0	0
PCMTD1	205	388	343	218
ABCB7	126	287	189	123
MIR3973	0	0	0	0
NEBL-AS1	23	37	9	8
CEP97	109	209	168	102
GPR19	16	32	20	8
DLEU7	1	0	0	0
LOC256880	3	1	1	1
ARL8A	342	1277	1147	685
MIR4656	0	0	0	0
LBX1	0	0	0	0
FCGR1A	0	0	0	0
MYO1B	1900	3574	5281	2926
ARG1	0	0	0	0
ZMYM5	123	464	205	151
MIR3201	0	0	0	0
NRARP	273	523	616	258
SURF4	2691	6332	6772	4091
KDM8	65	328	113	92
SNORD70	0	0	0	0
CTPS1	698	1359	1565	772
HYAL3	9	20	16	20
PALM3	47	103	145	118
CXXC1	87	270	345	153
OTUD4	435	592	904	617
LOC101929217	0	2	2	1
RHCG	2	9	27	8
MIR4789	0	0	0	0
OR4C12	0	0	0	0
SLC27A1	53	264	183	154
CCS	236	920	757	454
GUK1	882	2896	4006	2207
MIR4698	0	0	0	0
LOC101926933	2	0	0	1
SLC38A5	0	2	2	0
KIAA0226	189	481	583	363
ABCC12	0	0	0	1
FBXO2	3	8	3	8
SNORA38B	0	0	0	0
MIR4283-2	0	0	0	0
CC2D1A	410	1894	1398	854
CCDC144B	0	6	1	2
SNORD116-25	0	0	0	0
CCL22	0	4	2	1
PATE3	0	0	0	0
GLRX5	841	1812	2181	1107
ARHGAP1	689	3324	2825	1934
SGK494	13	22	16	18
ANAPC1	942	1277	1639	1055
HLA-DOB	0	3	0	0
SMG1	809	1785	1781	1499
CA12	1027	1894	2615	1709
NDEL1	169	437	403	258
CLDN2	0	0	0	0
C3orf79	0	0	0	0
MIR138-2	0	0	0	0
LINC01024	34	33	50	21
MIR602	0	0	0	0
SLC18A1	0	0	0	0
KRT33B	0	0	0	0
TRIM73	0	0	0	0
RNASE6	0	0	0	0
DNAJB3	0	0	0	0
GCNT2	58	80	105	67
MBLAC2	175	319	356	204
LIAS	85	240	192	107
OTUD6A	0	0	0	0
ZBTB33	679	1144	1294	673
CCDC124	623	1680	1873	1038
LRRC47	339	1136	1154	731
ZNF137P	13	24	38	12
SPP1	1	0	1	1
MED29	607	2008	1815	1058
MIR155	0	0	0	0
OR13J1	0	0	0	0
ZAP70	0	0	1	0
CLUH	1558	5709	6006	3866
SFR1	87	236	127	71
PSMB7	2167	4119	4455	2146
DRG2	295	1064	846	456
ZFYVE16	436	465	642	346
GYS2	0	0	0	0
MRPL40	370	754	784	393
PSTPIP1	1	0	0	0
WDR13	397	1853	1451	779
CD200R1	0	0	0	0
ANKRD34A	119	308	365	198
ISG20L2	822	1524	2023	1122
MIR1205	0	1	0	0
MEP1B	0	0	0	0
M6PR	544	1276	1319	721
OR4F15	0	0	0	0
SNHG20	15	69	39	40
C4orf36	11	49	25	10
RPS26P11	0	0	0	0
TSSC1	449	1331	1171	767
TRABD2B	0	3	1	0
KCND3-IT1	0	0	0	0
S100A10	2053	4787	7191	3609
OLFML2B	1	7	12	10
LOC100128006	0	0	2	0
MOGAT2	0	0	0	0
MEIG1	3	7	9	5
LOC730159	0	0	0	0
MIR4635	0	0	0	0
CERS4	377	1971	1012	685
FLJ35934	0	2	0	0
SNORD116-29	0	0	0	0
C9orf89	109	366	381	200
PZP	0	0	0	0
AKTIP	254	608	378	277
OOEP	2	21	14	4
RPGRIP1L	108	150	188	112
SSBP2	221	749	606	327
SSTR3	3	40	163	95
RNFT1	1027	1239	1735	1007
GPR125	427	694	1017	664
SIGLEC1	0	0	0	0
KCNQ4	10	30	27	10
FAAH2	70	237	165	127
LOC101928567	0	0	0	0
CTSV	133	283	275	138
MIR320C1	0	0	0	0
ZNF280B	0	1	0	0
SNRPA1	716	979	1374	698
MYO1C	1937	7439	5445	3771
WBP11	950	1790	1961	1147
LINC01169	0	2	0	0
ZNF578	3	0	5	1
PCBD2	110	274	190	102
SELV	0	0	0	0
RTN4RL1	315	1062	955	576
ETV5	28	32	49	37
MIR6873	0	0	0	0
GP1BB	0	0	0	0
LOC728613	8	59	26	28
FBLN7	2	22	12	7
GPR56	534	3753	2296	1903
MIR4468	0	0	0	0
SPTLC3	0	2	0	0
LOC102467147	1	10	1	2
XCR1	0	0	0	0
LUC7L2	78	326	311	211
DSTN	5254	7952	9401	5119
NBPF11	1	1	0	1
CPSF2	963	1452	1682	924
CCDC97	429	2019	1404	930
TBC1D9	649	1790	2644	2014
NR1D2	589	1793	932	588
FBXO33	134	159	235	118
STATH	0	0	0	0
ADAM30	0	0	0	0
BEX1	0	1	0	0
CALML6	0	0	0	0
GAGE2D	0	0	0	0
TMC1	0	0	0	1
AP4S1	85	252	193	105
TOP3B	91	200	213	166
EXOC2	437	847	841	489
WFDC6	1	0	0	0
NPS	0	0	0	0
PRB2	0	0	0	0
LOC442028	0	0	0	0
IFNA1	0	0	0	0
KIF27	53	63	79	57
C7orf71	0	0	0	0
LINC00400	0	1	3	1
PSMD1	2214	2905	4171	1947
DNAJC30	196	870	804	473
P2RX2	5	49	24	20
PIK3CD	39	95	58	47
SLA	1	0	0	1
FOXA1	2815	8836	6538	4345
VPS13D	509	1144	976	726
BLCAP	254	619	835	397
DDX11L9	0	2	1	1
LINC00889	0	1	0	0
CIRBP	960	4050	3814	2685
LINC00845	0	0	0	0
ARSK	21	41	29	30
EIF3J-AS1	66	213	125	62
RAP1A	4863	8576	7284	3932
NFRKB	280	845	735	503
MIR376B	0	0	0	0
LRRD1	0	0	0	1
TRMT1	250	953	886	533
FKBP1AP1	0	0	1	0
MIR1281	0	10	5	6
PRKY	0	1	0	0
MNDA	0	0	0	0
ANKRD54	230	952	649	434
FZD3	212	296	429	311
SCRN1	1923	5351	5331	3002
CTTNBP2	27	24	54	35
PRDM7	2	0	4	3
LOC642426	0	0	0	0
DYX1C1-CCPG1	0	0	0	0
GOLGA8CP	0	0	0	0
LOC101929655	9	23	17	11
NANS	1014	2239	2042	1131
CDK8	176	490	426	253
SUMO1P1	0	0	0	0
LOC101928154	0	0	0	0
FAM169B	1	0	1	0
CYP39A1	1	10	6	6
FAM46B	162	541	772	409
SCLY	0	0	1	0
ADAM11	45	198	140	84
FAM215A	0	0	0	0
MIR4678	0	0	0	0
ZNF493	89	124	93	58
MIR24-2	0	0	0	0
CTC1	114	647	330	248
SPZ1	0	0	0	0
ZFYVE1	195	862	532	367
DSG4	0	0	0	0
AARS2	159	457	329	252
LOC100129620	1	0	0	0
CCDC61	32	206	117	64
USP44	1	0	0	0
RNF182	2	5	15	4
ZNF570	46	107	70	43
LOC100506585	0	0	0	0
MCAM	9	29	60	40
MT2A	819	5298	1646	1001
LOC100996693	7	10	12	4
CRSP8P	0	1	2	1
CETN1	0	0	0	0
MIR512-2	0	0	0	0
SPATA16	0	0	0	0
RNU6-53P	0	0	0	0
PGBD5	25	31	72	35
MSRB1	312	626	1084	628
TPSAB1	0	0	0	1
KIF3A	97	158	234	121
PSMD5-AS1	171	732	403	286
BIRC7	1	19	2	7
CT47A2	0	0	0	0
LOC103021295	0	0	0	0
PRPSAP2	294	590	502	232
TNFAIP8L2	0	1	0	0
LOC100506422	0	0	0	0
TRAF5	188	384	414	269
GPR156	28	84	57	45
MIR3141	0	0	0	0
PCDHGB6	9	21	18	27
NBPF8	21	96	153	135
ARHGAP5-AS1	32	80	82	36
LINC00923	0	0	0	0
HMGN3-AS1	78	15	21	13
EME1	243	216	202	106
C14orf183	0	0	1	0
SLCO4C1	316	355	547	354
TIGD7	338	505	466	278
KRT76	0	0	0	0
PPP3R2	0	0	0	0
FANK1-AS1	0	0	0	0
NAT6	21	188	136	103
IPO4	2111	7026	6783	3972
SLC7A4	0	1	0	0
BOK-AS1	22	4	4	2
FKBP6	0	0	0	0
LINC00282	1	0	0	1
ASB12	0	0	0	0
SENCR	0	0	0	0
PADI4	0	0	0	1
NFKBIB	136	359	356	239
NOTUM	2	15	9	2
PRELP	0	2	2	1
CYB5R2	0	2	0	1
PSMD5	518	901	1168	635
UGT2B15	242	568	414	317
FEM1A	183	1003	778	539
OS9	2345	7569	6785	4051
COX5B	1221	4132	3592	1850
MIR765	0	0	0	0
AIP	505	1911	1445	760
PRORY	0	0	0	0
STRADA	314	1002	822	506
LOC101927364	0	0	0	0
C3orf38	462	789	826	412
MYL3	0	0	0	0
ATP5L	2665	7298	8667	4408
TPTE2P1	0	0	0	1
TAB3	288	556	622	341
MIR922	0	0	0	0
MAP3K5	212	352	410	278
EMC9	254	741	820	368
CTB-113P19.1	0	0	0	0
ZNF813	128	150	218	123
CD177	0	1	0	0
RPL21P44	1	2	2	1
GLTSCR1L	181	575	258	271
LINC00280	0	0	0	0
NPY	0	0	0	0
OR7E156P	0	0	0	0
GLA	411	507	934	443
TDRD9	0	0	0	0
ZNF618	411	1041	1059	721
C21orf15	1	2	6	1
YTHDC2	315	448	498	359
ZNF496	241	1335	727	565
RNF219-AS1	57	2	7	1
KCNJ10	0	0	1	0
SYCE2	18	60	49	35
H2AFV	1697	3284	2897	1598
GCSAM	4	0	0	0
RASGEF1A	8	15	18	12
ATP6V0CP3	0	0	0	0
HDAC11	345	2258	1203	771
DBX2	0	0	0	0
FAM107A	0	0	0	0
MAFG	171	576	577	306
LINC00673	12	39	57	25
RSL1D1	2533	5890	5729	3548
IFT81	152	275	272	189
HLA-DQA1	0	0	2	0
LOC100506142	0	3	0	0
HLF	40	96	78	40
TRA2B	1947	2318	3755	1776
MIR548N	0	0	0	0
SRRM2	5466	11756	13377	9404
NLGN4Y	0	0	0	0
ZDHHC13	331	546	492	250
GRAMD1B	0	0	9	7
FOLH1	6	15	16	7
OR8G1	0	0	0	0
SNORA84	0	0	0	1
C12orf73	88	210	160	90
TPD52L1	3269	7106	6992	3573
ICAM2	0	0	1	0
MAOA	51	252	184	140
ZNF503	48	195	202	94
TRIM53AP	0	0	0	0
GABRB2	56	68	224	86
ALDH1B1	299	585	902	604
MIR3668	0	0	0	0
CDK11A	32	96	100	55
TPH2	0	0	0	0
SNORA70	1	6	11	5
ETNPPL	9	25	34	16
INTS6-AS1	4	9	11	8
UBR7	827	1850	1603	1021
MYPOP	68	232	353	156
CENPE	816	565	931	471
FHL2	36	167	186	93
TRERF1	362	1105	1069	760
SERPINA7	0	0	0	0
ARHGAP27	61	263	217	172
SPIN1	605	1093	1411	986
ZNF560	0	0	0	0
FAM154B	2	2	11	3
SNORD116-11	0	0	0	0
LOC100506682	0	0	0	0
BTBD7	380	725	927	748
FLJ38576	3	1	3	0
LINC00582	0	0	0	0
TEX264	155	615	625	319
DYRK2	510	858	1016	624
UNC5B-AS1	1	13	6	2
BBS10	208	438	348	192
EPSTI1	0	1	0	0
ING2	150	207	329	123
LRP5L	2	41	22	24
LOC100288814	0	5	2	0
PDCD1	0	0	2	0
LOC101927678	0	0	0	0
CLEC18A	0	0	0	0
PVT1	62	323	176	117
CSAG1	0	0	0	0
PICK1	184	610	622	318
EFCAB14	843	1789	1957	1250
PTCHD4	0	2	0	0
TMCC3	47	82	60	45
FIG4	744	1771	1306	673
GRHL1	260	686	609	394
CSF3	0	0	2	0
PTHLH	8	45	61	32
C1QTNF5	0	0	0	0
ETS2	320	758	647	375
SNORD31	0	1	0	3
LRRC3C	0	0	0	0
INHA	3	20	5	7
ADCK5	61	270	222	149
TPCN1	187	759	595	408
OR10A2	0	0	0	0
PAPD7	144	342	451	250
MIR4443	0	0	0	0
ELOVL7	553	636	1047	509
LOC100129046	0	3	0	1
C10orf111	10	3	1	0
LINC01270	17	27	31	10
USP17L20	0	0	0	0
TNRC6C-AS1	5	13	24	20
ANO1-AS2	0	0	0	0
DRD5P2	0	0	0	0
TPM3P9	93	124	171	125
PHF20	748	1652	1481	968
RGN	0	0	0	0
ERH	1706	3064	3527	1838
DNAJC9	1073	1893	1743	823
MIR206	0	0	0	0
PSMB3	818	1742	1653	963
DNAH12	0	0	0	0
USP3	415	1358	844	580
MIR527	0	0	0	0
DEFB124	0	0	0	0
AMBP	41	114	47	39
CD63	4578	10552	18611	8893
LOC392364	0	0	0	0
LINC00668	0	0	0	0
LIPF	0	0	0	1
OR6C76	0	0	0	0
RFX2	53	247	167	91
GABARAP	1514	5722	4402	2242
MIR1179	0	0	0	0
SRSF10	1532	2524	2709	1352
MBD4	327	700	690	347
GOLGA2	977	3679	2571	1808
MON1B	341	1275	1031	653
HIST1H2BC	12	19	29	17
PP2D1	83	6	6	6
MIR519E	0	0	0	0
MIR5587	0	0	0	0
TGDS	70	88	93	59
RASA3	109	430	206	154
OTC	0	0	0	0
ASB8	319	1243	737	475
TAPT1	399	1000	737	432
ZC3HAV1	427	1381	1305	1162
IFLTD1	0	4	6	8
ALDH2	3	8	8	10
GRPR	52	157	106	64
RPS2	25055	92685	65300	38351
LUCAT1	0	1	1	2
AKAP6	21	33	46	18
ZCCHC16	0	0	0	0
ZNF554	20	86	100	62
PPP1R15B	557	1299	1524	1061
CCDC177	10	17	29	24
MIR518A2	0	0	0	0
ITGB2	14	66	56	29
KCNMB3	9	31	21	22
IFITM4P	0	0	0	1
LOC401286	0	0	0	0
OR1J4	0	0	0	0
TMEM50B	243	395	602	305
MIR4279	0	1	0	0
TMOD2	235	431	674	472
PRRG2	16	83	68	34
JAG1	41	176	191	123
FAM19A3	1	4	5	4
LYN	45	100	106	52
RPSAP58	84	120	90	51
LOC101928535	0	0	0	0
RNF4	663	2033	1841	1188
DPF2	426	1245	1319	740
ZNF121	32	121	83	79
LINC00462	0	0	0	0
ZBTB7C	35	95	254	154
PCNAP1	0	0	0	0
RUFY1	369	815	729	440
CCT8	2271	3815	4077	2190
PLXNB2	2714	13651	9570	7540
RRM2	4493	11369	6948	3683
STK17B	209	435	356	254
SPINK7	0	0	0	0
FAM169A	146	278	279	188
CYB5D1	236	707	703	437
VMAC	19	146	78	54
BDKRB1	0	0	0	2
TRIM45	77	310	200	143
CATSPER2P1	6	20	19	5
MIR379	0	0	0	0
CYB561A3	352	1258	1406	762
APOOP5	0	0	0	0
MIR8065	0	0	0	0
SLC23A2	112	392	359	321
ASPG	0	1	0	1
TMEM114	0	0	0	0
KIF5A	0	1	0	0
SIGLEC15	0	35	3	4
LOC100507065	0	0	0	0
XKRY	0	0	0	0
SAE1	2550	6109	6466	3571
CLCN2	33	102	89	61
USP17L30	0	0	0	0
LTN1	493	711	914	568
RPL37A	16383	37260	36799	19339
COG6	162	355	291	211
MIR92A2	0	0	0	0
GP1BA	2	0	2	0
TULP1	2	0	0	0
CLN3	424	1930	1369	862
KCTD8	0	0	0	0
ABCD1	99	364	410	239
TSIX	0	0	1	0
MIR497HG	151	24	39	12
USP39	1083	1908	2132	1192
MIR6739	0	0	0	0
MIR5689	0	0	0	0
TPRX1	0	0	0	0
FGF6	0	0	0	0
ECEL1	0	0	0	0
LOC90784	56	200	289	188
POMC	0	0	0	0
GPR135	23	141	80	35
STAU2	446	713	671	410
KIAA0319	10	30	56	22
TCF23	0	0	0	0
SSPN	81	186	204	122
TMCO3	389	1258	909	580
COL17A1	0	1	2	0
CCDC64	94	168	367	186
GRID1	5	12	14	5
HPYR1	0	0	0	0
PDIA3P1	95	207	231	101
PGPEP1L	0	0	0	1
CCR7	5	1	6	6
SOWAHD	6	31	28	19
GDF1	0	0	0	0
CNTNAP2	340	767	481	372
MIR3665	0	0	0	0
ULK3	180	799	685	384
MIR3911	13	0	0	0
MAPK14	713	1675	1576	1041
DIAPH3-AS1	10	0	2	0
CNOT8	500	1319	1081	651
TACR1	17	29	42	27
LOC150776	47	139	91	104
MAN1B1	513	2065	2133	1291
KRTAP29-1	0	0	0	0
FGD4	111	160	220	153
SPATA31A5	0	0	0	0
TREX1	18	85	63	56
XPC	681	2430	1647	954
PROCA1	6	45	34	10
C7orf73	716	1371	1736	916
LINC00313	1	0	0	0
AP4E1	430	632	854	547
SLC25A41	1	0	2	5
FNDC1	0	0	3	1
MAATS1	1	0	2	1
HNRNPA3	6568	8912	10653	5350
MORN4	22	114	53	52
ADAM20P1	2	1	0	1
ELAVL1	903	1535	1972	1205
LOC729609	0	0	0	0
LOC101409256	0	0	0	1
DOCK3	0	3	4	1
ZNF157	2	3	3	0
NRIP2	3	1	0	2
LINC01021	0	0	0	0
COL4A1	3	2	1	0
ZFYVE21	403	801	1132	550
RASGRP1	14	21	85	46
ZNF180	113	252	280	170
DLC1	139	347	384	230
PALM2	2	14	16	7
STK38	368	574	871	507
LOC101927924	0	0	0	0
SORCS1	7	14	14	4
C17orf97	19	82	67	27
C7orf63	3	4	0	2
TXLNG	655	1224	1285	760
FCGR3B	0	0	0	0
KRT19P2	1	0	0	1
PLCL2	1	2	0	0
COX6A2	0	0	0	0
OR4X2	0	0	2	0
MEF2BNB-MEF2B	0	0	0	0
HDLBP	8173	30624	20430	13813
CCRL2	0	2	0	0
NFATC1	163	501	383	227
HYAL4	0	0	0	1
HLA-DRB1	6	13	36	15
SNORA60	1	0	1	2
MLC1	0	0	0	0
MIR1206	0	0	1	3
PPWD1	348	605	519	251
OR11H1	0	0	0	0
IDS	1333	2593	3949	2498
NOB1	673	3481	2235	1383
PLA2G15	187	556	716	512
FAM174A	124	337	370	160
ROM1	42	89	116	72
ZNF677	0	0	0	0
HPGD	194	305	219	104
B4GALT1	234	1024	743	762
ZC3H7B	1075	4230	3489	2312
ASCL4	0	1	0	0
ATP5D	823	4447	4851	2418
RIIAD1	0	0	0	0
GTSF1	0	0	0	0
DCTN2	882	2578	2402	1371
DCHS1	0	0	2	1
MIR3152	0	0	0	0
NELFE	908	2446	1871	1068
TSPAN16	2	1	0	6
NEK3	106	231	186	71
C14orf177	0	0	0	0
TMEM178B	195	596	518	406
MEIS2	98	169	219	118
MLANA	0	1	0	0
CLDN22	18	0	2	0
TFG	935	1884	1716	1006
WFDC8	0	0	0	0
C1orf52	156	242	230	111
MFSD2B	0	1	0	1
DLX6	0	0	0	0
MYOC	0	0	0	0
TTTY2	0	0	0	0
SPTA1	0	0	0	0
LOC100630918	18	127	68	38
NEDD4L	419	1206	994	533
LINC01226	0	0	0	0
TMEM8B	35	227	121	71
TCHH	25	54	40	47
PRRX1	0	0	0	0
HPGDS	0	0	0	0
NDUFS5	1669	3066	3821	1907
NEK6	342	1127	1434	1021
ARHGAP22	3	9	18	2
WDR81	88	536	623	467
AGT	0	1	1	1
APCDD1L	0	0	0	0
ADAMTS15	65	359	340	232
HNF1B	0	0	0	0
CUL9	143	612	354	297
LINC00593	0	0	0	0
EPHX1	407	1369	1314	669
PPEF1-AS1	0	0	0	0
LOC283731	0	0	0	0
MIR4651	0	1	0	1
CACNB1	2	38	38	24
SCGB1C1	0	0	0	0
LINC01364	0	0	0	0
LOC340113	0	0	0	0
CD163L1	5	5	1	0
MIR3175	0	0	0	0
ITGB1	1030	1892	3172	1905
RPS6KA4	319	951	1019	570
CDK2	547	1077	1151	701
LDB1	444	1610	1386	950
ALG1	328	835	797	453
IL26	0	0	0	0
USP15	515	1037	767	480
STX3	308	649	841	471
LOC100507384	0	0	0	0
ENTPD8	39	224	296	248
TAF15	2699	5572	5910	3601
UPK3A	1	2	3	3
C19orf53	606	1553	1757	1032
RCOR1	702	1644	1897	1278
LRRC8C	69	130	103	59
LINC01049	0	0	0	0
RNF114	1829	4134	4375	2358
KBTBD6	535	836	1161	602
C5orf64	0	0	0	0
LINC01000	14	118	51	77
IFNA5	0	0	0	0
MIR5007	0	0	0	0
CTB-174D11.1	0	0	0	0
DDX3X	2481	3376	5895	3690
MPP3	18	62	49	24
SH2D7	0	0	0	0
ECSCR	0	0	0	0
RPPH1	17	22	39	11
MIR33A	0	0	0	0
SNORD115-45	0	0	0	0
LMO7-AS1	34	1	6	1
MFSD5	207	463	549	322
GPATCH3	116	508	446	249
CSGALNACT1	2	7	7	1
ADI1	2250	4997	4576	2428
NR2C1	176	418	319	177
ERCC4	147	271	332	185
LOXHD1	0	0	0	0
SLC35D3	1	0	1	2
REC8	8	11	6	10
CEACAM6	9	31	13	2
ASCL5	1	12	6	6
SEC24A	370	613	625	407
S100A6	29	127	92	39
KRTAP21-1	0	0	0	0
ATP1A1-AS1	1405	320	351	207
DFNA5	0	0	0	0
SH2D1B	0	0	0	0
MIR5703	0	0	0	0
TAF2	544	799	980	500
MAS1	0	0	0	0
MIR889	0	0	0	0
KAZN	92	233	288	153
ZFP82	0	0	0	0
ZNF607	171	302	326	206
LOC101927829	0	0	0	0
TFCP2	0	0	0	0
LOC400654	0	0	0	0
MED12	276	1231	625	486
RPL39	566	452	345	219
CTAGE15	0	0	0	0
LINC00502	0	0	0	0
PTPN11	1516	2654	3344	2171
MIR548O2	0	0	0	0
UBE2L3	1040	2474	2589	1355
LZTS3	48	130	150	78
GCM1	0	0	0	0
C2orf16	12	2	0	0
PPP6C	932	1758	1495	926
CPSF3	1168	1836	1980	1010
CD1C	0	1	0	0
GOLGB1	2477	5507	4547	3566
IMPDH2	2956	9836	7543	4184
LOC101927166	1	1	0	1
OR6C70	0	0	0	0
SDF2	222	509	696	397
CCDC65	2	0	0	4
CLK4	88	130	291	164
CTAG2	0	0	0	0
UQCRHL	114	127	171	91
CTNS	184	300	364	190
PYCR2	343	1136	993	540
KDM5B	1950	6134	6428	4248
VN1R2	0	0	0	0
MIR101-2	0	0	0	0
TET3	1144	3153	3340	2510
HIST1H2BO	6	16	6	3
C4orf48	56	275	366	203
ANKLE2	547	1224	1437	853
FOXI2	0	0	0	0
NCK2	496	1276	1849	962
LARP6	63	198	241	131
OPA1-AS1	16	4	3	2
CTD-2297D10.2	0	0	0	0
SNORA71A	0	0	3	0
MIR339	0	0	1	0
HAS2	5	4	59	19
LINC01028	0	0	0	0
MIR1470	0	0	0	0
ABCA10	0	0	3	0
LHX8	0	0	0	0
SNORD116-18	0	0	0	0
LOC644656	9	27	18	5
UBAC2	345	884	763	405
DDX46	2158	2340	3790	2051
LOC101927697	0	0	0	0
ANK3	503	1308	1077	691
SIGLEC5	0	0	0	0
ATHL1	24	173	61	49
LIPK	0	0	0	0
PPIL1	735	1222	1221	611
LCOR	281	457	534	358
LGALS8	1210	3069	1813	993
DEFB135	0	0	0	0
RDH13	88	284	315	179
BPIFB1	4	7	13	8
OR2A14	0	0	0	0
MORF4L1	2504	4276	4517	2458
RPL39L	155	241	255	118
ACSS3	454	1724	1084	744
WDR78	8	48	57	39
PIK3AP1	2	6	5	5
C10orf107	1	7	8	5
PRAMEF5	0	0	0	0
PCNA-AS1	252	2	3	0
TMEM59	1748	3781	3322	1658
UST	149	399	342	223
WDR12	535	780	949	522
STAM	294	501	609	369
IRX4	31	136	138	104
MIR6799	0	0	0	0
GRB10	298	1258	699	494
MIR1184-1	0	0	0	0
IREB2	890	2072	1852	1167
CD320	164	681	801	405
KLLN	24	94	92	49
WDR4	370	878	848	487
ANKRD65	1	0	1	0
