Gene_ID	MCF7-2-DMSO-1	MCF7-2-DMSO-2	MCF7-2-DMSO-3	MCF7-2-LY-1	MCF7-2-LY-2	MCF7-2-LY-3	MDA-MB453-DMSO-1	MDA-MB453-DMSO-2	MDA-MB453-DMSO-3	MDA-MB453-LY-1	MDA-MB453-LY-2	MDA-MB453-LY-3	MDA-MB-468-DMSO-1	MDA-MB468-DMSO-2	MDA-MB468-DMSO-3	MDA-MB468-LY-1	MDA-MB468-LY-2	MDA-MB468-LY-3
TM6SF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
CENPK	267	296	406	105	47	118	158	153	191	32	24	20	271	382	485	367	359	453
MARVELD2	911	1226	1747	1246	1039	1344	802	800	802	1580	1297	1191	481	413	689	314	407	539
ZFP62	845	1183	1330	677	537	764	319	344	362	523	383	366	365	416	592	271	354	519
C3orf52	309	411	557	323	215	413	125	137	185	436	340	345	49	59	71	103	51	111
HDDC2	1445	1901	2013	1468	1239	1577	1274	1240	1608	1602	1259	1504	667	826	1040	636	902	864
STEAP1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	1	2	6	4
BHLHE22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INMT	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0
OR5D14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D26	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	2	2	1
EPCAM	12393	15668	17750	10505	8461	11207	7316	6520	9465	9844	7622	9218	8198	8802	10962	9167	10130	11105
TEKT3	8	9	9	4	2	8	0	0	0	0	0	0	2	1	2	0	1	2
AC012360.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D20	427	599	909	706	585	925	612	615	739	1335	1061	1305	583	581	1137	509	616	1166
SPHK1	208	227	362	596	367	702	1496	1413	1503	2156	1762	1525	160	243	250	388	310	408
RPS27A	17352	26447	24638	22437	19110	23152	6635	6473	8507	8951	6866	7201	13969	16399	21219	14285	18454	17523
GAREML	0	0	2	0	0	0	0	0	1	0	0	0	36	56	68	31	46	64
RNF220	1251	1667	2123	1154	851	1377	1070	1029	1381	1630	1359	1759	1518	1685	2363	1109	1484	1727
BEND2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TNIP1	1946	2963	3209	2248	1874	2647	980	1141	1158	1823	1479	1418	2739	2784	3721	3207	3334	3556
TBX3	121	207	350	146	132	236	1355	1364	1701	2816	2240	2703	0	3	2	0	7	10
SH2B3	78	113	202	135	85	140	41	43	44	30	25	35	112	134	241	137	131	233
LRRFIP2	849	1504	1507	660	529	794	558	513	582	722	506	589	681	705	965	935	963	1198
CDRT15L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LARGE	1398	1997	2538	1675	1378	2022	833	868	1091	1622	1341	1472	0	0	0	0	0	1
P2RY14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK5RAP1	421	578	790	426	325	536	709	650	1027	828	658	968	681	722	1057	722	844	937
ACTA1	3	3	2	0	2	1	0	2	2	2	3	1	0	1	4	0	1	2
TSNARE1	103	192	229	138	121	164	140	141	211	357	328	452	9	8	15	6	9	9
JPH1	268	577	841	282	194	446	317	298	256	271	244	157	2	5	9	4	2	5
NHLH2	3	3	6	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GLIPR2	16	17	17	21	14	33	0	0	0	0	0	0	90	106	136	34	70	94
EXOSC8	1102	1520	1533	546	509	610	861	748	927	485	328	436	659	739	909	708	862	953
GPR35	1	4	11	8	4	11	2	1	3	2	1	3	1	5	6	7	4	23
SCP2D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYLPF	6	6	6	10	10	5	1	6	5	1	6	2	1	0	3	0	1	2
KMO	13	17	32	34	25	41	614	551	554	1543	1154	1154	139	93	135	354	159	198
EPX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAC2	1	1	0	0	0	15	0	0	1	0	0	0	485	386	668	546	415	521
FAM65C	132	196	217	168	164	172	124	138	114	347	285	131	3	1	6	2	6	0
PDCD5	1317	1535	2067	1008	726	1231	732	587	858	587	508	641	1355	1464	2005	1625	1817	1887
MAML3	264	387	582	463	363	507	273	289	375	510	454	498	7	9	11	0	1	9
AC004817.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNRC6A	767	927	1820	1166	720	1563	722	672	849	1312	1107	1052	516	658	1081	578	681	1320
DLGAP5	2192	2331	3420	905	684	1176	1679	1494	1726	36	22	16	2110	2420	2929	1897	2207	2404
DDX3X	5314	6367	12872	8617	4983	10511	5452	5376	7452	7299	5802	6216	4455	4315	8540	3879	4250	8079
MXD1	65	110	202	240	180	311	108	101	114	360	283	237	295	255	692	351	268	1079
GTPBP1	994	1517	1830	886	657	1146	1372	1350	1735	2141	1742	2141	1085	1179	1804	843	1091	1422
MARCH9	576	850	1089	756	641	931	595	584	673	1240	1044	1256	113	108	138	131	130	147
SERPINA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEFV	0	0	3	2	1	1	0	1	0	0	0	0	1	1	3	1	0	1
OR2G6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF3CL	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2
NOP10	1046	1636	1703	1316	1073	1392	1080	1127	1443	1567	1288	1551	778	833	1261	830	854	1152
AC010327.2	1	3	5	1	2	10	2	3	2	4	2	1	2	2	1	3	3	4
MGAT2	881	1231	1765	1283	953	1480	909	904	1126	1165	952	1111	539	606	815	505	521	678
GLCCI1	287	314	538	462	322	610	67	48	55	71	60	39	154	161	262	140	123	230
GCK	1	0	0	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0
TNXB	2	3	4	9	7	8	43	48	63	19	12	17	6	8	19	12	13	19
ATG7	1163	1514	1789	970	810	1178	325	252	429	521	406	487	258	307	382	329	302	312
NIPAL1	193	231	330	814	465	964	48	34	49	92	59	47	83	105	116	68	72	156
SFTPC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRAK1	8669	9131	13659	6568	5254	8409	7356	6723	8846	7912	6439	8038	20123	22675	30232	24125	28632	30681
CTD-2215E18.1	0	4	2	0	0	2	0	1	0	4	0	0	0	1	0	1	0	0
CHRNA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LY6G6D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A6	0	0	1	6	0	4	2	4	1	12	4	1	2	1	10	0	5	10
TIA1	807	868	1418	656	452	852	813	729	981	756	567	645	1284	1590	1911	988	1414	1810
ARHGEF16	759	930	1459	660	504	868	1110	1197	1556	1426	1219	1398	586	708	1028	536	697	932
OR4C13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SBK3	1	3	3	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0
TTLL12	2870	3214	5580	2822	1923	3727	6887	6822	8888	8275	6765	7724	3019	3408	4782	3470	4019	4894
RTKN	904	1448	1547	1919	1481	2251	651	707	1053	1149	1004	1284	1000	1076	1493	1128	1192	1552
TRAPPC9	1207	1466	1573	775	653	879	1737	1548	2159	2877	2371	2912	651	737	885	473	714	536
MUC5AC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC7	1509	2139	2454	1362	1098	1540	787	784	1019	1116	889	1150	1534	1686	2152	1532	1773	2065
RCCD1	568	885	960	473	376	577	310	282	384	258	190	202	195	235	308	208	250	387
OR10Z1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATG4D	775	1039	1257	751	681	866	701	688	874	935	743	791	2311	2444	3153	2638	2703	3055
GNS	2277	3223	3811	6297	5421	6213	2172	2224	2820	7746	6094	7174	1528	1645	2196	1097	1488	1926
PPFIA4	6	9	15	11	8	33	0	4	2	0	2	0	2	7	4	3	7	12
PRDM8	1	1	0	4	2	8	0	0	0	0	0	0	1	0	0	0	1	0
RBPJ	1012	1475	2208	1223	850	1505	687	746	901	907	696	793	1560	1701	2246	1227	1406	1898
ENTPD7	246	306	640	461	320	622	280	276	294	482	438	418	144	177	264	121	114	238
FAM206A	308	396	542	355	300	429	107	108	105	172	154	173	218	290	381	311	308	391
GPR110	0	0	0	0	0	0	0	0	2	2	0	0	713	583	937	554	276	415
DHH	0	2	1	6	4	4	0	0	0	0	1	0	0	0	0	1	0	0
NDUFA7	558	785	898	474	387	614	551	549	673	934	804	1012	365	344	512	334	414	472
CXorf30	0	0	2	1	0	1	1	0	0	1	2	1	0	0	0	0	0	0
RAG1	0	2	2	12	1	9	0	1	0	0	1	0	15	23	44	16	12	78
PCF11	1121	1244	2542	1100	797	1399	687	644	811	830	670	617	732	724	1364	644	776	1355
CALN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A13	226	325	408	191	175	315	67	64	59	28	27	28	130	150	214	132	198	225
OAZ1	15784	22284	23757	13526	12435	15734	13566	13840	17183	15482	12331	15009	8757	10066	13378	9277	11041	12671
PAGE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFHX2	50	106	100	219	227	294	125	126	102	245	217	175	113	84	145	33	38	89
LMO7	345	352	797	1091	566	1311	128	105	107	90	59	38	1049	1076	1776	1038	1039	1735
VIL1	11	7	10	8	6	2	1	2	2	2	2	1	1	4	7	0	1	3
MORC4	955	1473	1608	1189	880	1364	761	689	735	1560	1241	1059	395	504	717	620	678	893
TTLL11	54	98	129	85	82	111	52	48	54	187	145	191	21	29	42	15	17	39
IRX1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
VSTM5	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MASP2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1
RNF40	4558	5861	7879	4383	3541	5517	5480	5203	6496	6556	5643	6718	2402	3058	3850	2360	3151	3127
RTKN2	522	473	939	244	166	427	400	356	462	165	100	39	723	805	1029	743	740	938
NOM1	556	789	1195	516	373	799	475	420	526	581	466	489	292	306	567	356	382	632
GRAPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSPH10B2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ZBED1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC45A	3642	4736	5857	4235	3604	5002	2771	2723	3523	4122	3520	4035	1725	1903	2803	1496	1957	2064
MRPL48	609	1071	972	492	434	504	494	456	654	485	338	374	875	985	1251	862	1072	1035
YPEL1	46	160	90	66	48	47	29	25	25	22	23	26	100	136	185	27	58	106
AP1G1	4611	6378	10237	6662	4924	8204	1980	1991	2384	3478	2813	2934	2077	2134	3267	1584	1857	2837
IGF2BP3	0	0	0	0	0	3	0	1	0	0	0	0	1389	1626	2350	1474	1436	2168
CLDN24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDEM1	293	541	1206	851	482	1316	389	436	463	968	836	620	181	141	471	188	160	933
C19orf70	486	580	691	442	368	530	555	606	685	670	544	596	394	442	596	297	489	451
EFCAB13	5	12	24	17	4	19	1	2	0	1	0	0	0	0	1	0	0	1
NMUR1	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0
PLIN3	2110	2520	3129	2263	1714	2600	2317	2232	2659	2659	2220	2177	1878	2253	2754	2041	2208	2092
AL049829.1	37	40	63	23	21	39	16	15	10	14	12	19	15	21	23	16	13	17
OR5K2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NECAB1	907	1125	1016	1303	1023	1171	0	1	2	4	1	4	7	8	4	27	23	29
CCDC107	115	134	203	87	68	109	313	340	409	280	253	322	185	180	314	152	181	243
SYCN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKD3	965	1395	2043	1179	716	1408	0	0	2	1	1	0	1801	2205	3082	1515	1797	2600
PRKAR1A	6086	8975	13615	13152	8297	14832	6338	6817	7902	15827	12410	13160	2297	2311	4480	1792	1819	4383
NMT2	448	650	725	460	346	489	169	176	237	109	65	72	182	193	232	197	174	222
VGF	411	425	587	304	238	408	146	138	162	163	130	159	44	43	58	95	62	105
HDC	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG5	140	273	351	406	282	462	35	40	59	71	46	35	55	86	146	54	62	151
UGGT2	176	231	373	319	281	393	124	89	126	307	195	193	351	359	604	296	376	616
NRXN2	11	24	16	2	1	4	0	0	0	0	0	0	0	1	0	0	0	0
ZFYVE28	241	285	457	357	266	460	61	49	68	122	112	116	6	13	11	2	4	7
ZNF677	1	0	0	0	0	0	0	0	0	0	0	0	116	123	199	110	115	232
SIK1	72	74	212	198	130	209	25	32	66	24	35	28	368	482	907	286	359	1066
NPEPL1	3316	4614	5712	3647	3010	4674	414	431	658	995	817	978	206	188	277	156	214	217
CTD-2117L12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPD1	1	3	3	7	12	4	5	7	0	1	4	0	22	24	28	11	11	14
ENHO	86	133	119	14	14	26	54	71	51	22	17	9	0	1	0	0	0	0
C15orf27	1	1	0	7	4	0	0	1	1	0	0	0	0	0	0	0	0	0
KHDC1L	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	3	1	3
DYNLT3	409	497	570	505	406	525	165	154	218	308	224	175	225	227	262	286	232	231
CDKL4	0	1	0	1	0	0	0	0	1	0	0	0	0	1	2	1	0	0
CCNT1	1113	1943	2240	1876	1368	2165	751	739	814	2070	1730	1616	481	500	912	484	544	1076
ZNF37A	588	636	1097	556	477	669	337	300	368	690	510	475	197	241	341	199	254	372
ACTBL2	0	0	0	0	0	1	0	0	0	0	0	0	18	14	33	49	28	40
MSMB	107	166	109	248	228	188	1	0	1	2	2	2	31	67	32	4	17	11
ZNF184	213	334	398	225	160	242	241	216	223	342	277	249	286	349	435	208	286	334
DNAJC3	791	1106	1905	1771	1438	1942	716	822	966	2237	1710	1506	1473	1604	2609	1201	1599	2321
MAK16	253	355	614	403	260	462	207	236	265	284	207	227	543	557	1012	561	619	1143
PYROXD2	250	364	421	565	443	658	45	50	31	168	108	66	14	22	26	6	11	25
MMADHC	3650	4589	4693	3626	2942	3540	2587	2314	2990	2768	2134	2223	4326	4742	5419	3824	4294	3549
LOXL3	188	258	341	72	46	94	34	33	43	4	2	1	61	72	101	144	102	112
PLA2G2F	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	2	1
BTNL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO5A	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0
TATDN2	3876	4059	6784	3651	2581	4340	1690	1647	2113	2119	1738	2138	998	1215	1432	1059	1133	1516
NRSN1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SEC16A	9128	9435	16737	10302	7401	13367	15255	14552	17323	38438	31830	35508	3077	3783	5056	2574	3506	4387
TMPPE	38	58	79	53	29	82	14	15	31	38	20	40	31	36	54	12	39	63
SLAMF7	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	11	4	8
ANKRD52	4620	4306	9332	5998	4447	8257	1101	1093	1113	1546	1296	1325	2167	2299	3502	2125	2501	3637
PRKCH	698	1095	1302	1027	707	1203	337	296	300	630	505	327	356	373	549	322	332	436
MOV10	4999	6824	7736	5550	4450	6908	527	492	657	683	524	498	1342	1738	2413	1093	1627	2136
AP5B1	670	848	1416	1156	928	1512	342	376	560	855	686	1136	80	156	159	19	48	56
NAA60	1900	2878	3413	2161	1794	2804	1593	1475	1947	2582	2120	2694	895	1084	1499	826	948	1173
TCEB3	2114	2512	3887	2245	1410	2577	1942	1895	2549	2295	1721	2114	3313	3863	5310	3318	3490	4439
PLB1	0	2	1	1	0	0	0	0	3	1	0	0	10	11	17	5	13	10
SERPINF1	11	13	15	21	19	38	1	0	1	0	0	0	3	2	0	1	2	1
CACNA1B	0	0	4	2	0	0	1	1	0	2	0	0	0	0	0	0	0	0
TAF6	914	1345	1542	601	420	796	1257	1320	1513	1023	877	998	1565	1697	2428	1242	1645	1977
C19orf59	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WASF2	4196	5458	6811	3030	2527	4014	2817	2777	3216	3900	3157	3744	2690	3209	4305	2749	3334	3739
GFRA3	114	165	149	487	411	554	0	2	1	1	0	0	6	17	10	3	12	10
TXN2	2533	3532	3558	2888	2443	3352	2622	2555	3137	4336	3230	4216	1075	1305	1746	1070	1560	1569
GNG7	28	65	40	40	37	29	0	0	0	0	0	0	14	29	27	3	8	16
CST2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPME1	1009	1300	1657	1167	1017	1534	1025	950	1199	2442	1898	2148	2513	2341	3962	2615	2491	3547
RSPO1	2	1	0	0	0	2	0	0	1	0	0	0	1	2	2	0	2	0
USP3	599	909	1051	1014	698	941	1021	987	1369	1468	1098	1292	491	544	710	458	562	561
LYPD2	0	0	0	0	0	0	0	0	0	0	0	0	1	4	8	0	0	0
MESDC1	1133	1447	2648	1342	867	1987	307	323	412	563	481	450	496	521	883	546	555	954
ZNF777	763	995	1260	705	595	826	546	526	811	792	658	987	522	599	820	483	638	704
FAM43B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LRIG3	123	141	224	154	92	190	132	139	85	87	81	37	205	240	381	200	178	309
SLC4A7	271	439	768	605	355	776	354	367	372	529	418	389	481	438	925	428	409	954
SGK223	646	928	891	1684	1360	2138	761	801	798	1151	995	709	1423	1605	2481	1225	1342	1929
GPALPP1	404	663	721	442	396	530	313	372	484	782	557	634	339	349	501	351	356	505
FAM81A	43	64	75	25	28	28	3	1	3	1	0	2	104	150	139	100	158	128
CEP19	22	20	46	63	51	72	115	124	115	166	109	85	73	82	79	53	54	86
FAM163A	1	0	1	0	2	3	0	0	3	0	0	0	0	0	0	0	0	0
TRAF7	3520	4778	5582	5030	4321	6108	3003	3005	3856	5129	4330	5274	2356	2888	3763	2503	3489	3907
MSH2	2222	2814	4228	2749	1618	3247	1179	1103	1405	1001	773	904	2363	2676	3878	2255	2465	3372
LGALS14	0	0	0	0	0	0	0	0	0	0	0	0	12	6	15	6	7	1
SOX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUGP1	751	1024	1094	737	644	836	594	587	881	988	824	1139	600	748	871	738	842	862
WDR61	1499	1934	2262	1774	1271	1843	352	335	492	492	335	474	598	649	889	580	732	851
SPTY2D1	1235	1506	2343	1420	1110	1747	1530	1544	2035	3662	2788	3489	630	654	994	606	707	895
NOMO3	306	356	469	498	409	528	377	365	462	784	653	707	196	170	245	195	222	232
RBM5	873	1524	2128	1554	1190	2035	500	459	673	940	829	1276	459	517	772	394	531	904
SLC9A6	542	605	1072	568	385	777	184	146	139	68	45	23	693	747	1148	476	544	901
TTC6	95	209	205	94	102	137	72	65	84	105	94	106	7	8	11	5	13	16
DDX52	389	474	719	430	341	418	646	587	693	720	553	646	666	746	994	645	673	732
AL161915.1	8	23	21	13	19	18	14	11	9	28	26	28	4	12	15	3	6	19
PON1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0
INF2	2342	3093	3889	3927	3005	4926	1559	1544	2218	3537	2860	2673	3365	3703	4978	3552	3957	4165
HGS	1872	2287	3258	1912	1386	2353	1057	1103	1565	1918	1618	2272	1684	1849	2711	2087	2386	2909
DTHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf118	447	643	1064	868	650	1007	435	442	476	1163	885	877	529	614	1030	301	397	717
MED7	263	408	411	254	227	317	164	132	165	260	190	195	189	194	288	154	179	248
ICMT	2071	2599	3952	2554	1927	2883	2794	2804	3492	4113	3169	3896	3543	4024	5367	3551	4112	4645
SPAG17	18	20	23	23	23	22	2	0	0	0	0	0	0	0	0	1	1	0
CDC42SE1	3777	5151	7460	5222	3922	6170	6206	6056	7191	8770	7095	8206	1303	1636	2398	1225	1577	2258
TMEM167A	1490	1887	2439	2162	1690	2337	1609	1361	1903	3268	2316	2567	1000	1279	1541	1037	1190	1481
SEPT1	223	354	297	172	166	203	194	206	271	296	310	482	22	15	18	29	19	35
UTP15	320	378	667	349	232	396	309	277	366	437	333	350	510	484	685	423	488	627
TMEM30B	1797	2436	3380	2229	1697	2624	1507	1543	2274	3302	2577	3349	638	735	1108	644	753	1100
ATG4C	174	207	232	158	116	161	100	82	117	118	81	80	260	308	378	240	290	279
ANTXRL	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1
SLC30A2	0	0	0	0	0	0	0	0	0	0	0	0	4	13	18	1	7	3
FAM71E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM27E2	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0
RMDN2	86	131	121	157	96	116	0	0	0	0	0	0	88	91	128	74	97	114
ERG	116	110	234	114	69	139	0	0	0	0	0	0	0	0	0	0	0	2
CRIP2	1820	2406	2739	3642	2751	4872	1314	1353	1537	5470	4615	3979	183	159	276	49	90	84
RAB11FIP2	154	195	347	213	123	224	157	164	186	216	156	153	137	198	235	103	135	305
MTERFD2	230	421	431	232	178	324	294	294	405	507	387	564	322	320	485	294	325	481
TMEM255A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
LENG1	430	792	770	365	337	433	326	287	370	446	355	467	154	161	220	207	192	196
TIGD5	429	584	808	467	405	648	517	468	767	746	639	730	186	229	352	193	216	353
COPZ1	2896	4003	4282	3445	2980	3606	2314	2240	2825	4648	3502	4786	1501	1859	2237	1663	1983	2183
RPS3A	7887	12335	9895	8455	7403	8299	4283	4291	5872	6033	4469	4954	4214	5315	5695	3794	5121	4309
SAMSN1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
LCE3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBBP5	890	1166	1996	900	711	1223	1316	1292	1421	1667	1326	1447	897	903	1499	775	874	1223
AKIP1	208	362	349	297	227	325	128	128	152	153	115	146	251	236	368	242	267	402
COPB1	5163	6913	8138	5450	4037	5719	1304	1191	1670	2314	1779	2209	2022	2137	2795	1632	1761	2291
NRAP	1	1	0	0	3	3	0	0	1	0	1	0	0	0	0	0	0	0
FUCA1	755	973	1218	1088	833	1092	183	170	273	503	399	607	444	501	748	376	522	556
BEST2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
YPEL3	358	481	615	573	407	628	666	692	730	1136	964	914	93	141	164	42	62	74
MEPCE	2505	2745	3484	1819	1244	2231	1594	1472	1865	1103	923	758	2058	2314	3169	1664	2310	2308
OSGIN2	1623	2306	2609	1880	1521	2529	3752	3470	4802	3941	2920	3845	718	1002	1199	686	843	1001
ZC3HAV1L	15	19	97	95	38	130	18	15	12	29	20	14	30	23	86	25	10	141
PITPNM2	320	479	525	516	374	473	21	19	25	17	15	10	92	119	196	73	115	235
KANK2	1598	1726	3290	1740	1118	2442	1045	1008	1308	992	838	857	1205	1394	2085	1150	1375	2133
HSPB7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF621	260	327	671	392	283	578	279	268	244	515	408	325	197	237	418	182	221	515
POLH	287	353	681	333	266	456	570	529	477	642	536	483	438	475	689	369	418	595
SIDT1	982	1675	1427	1863	1579	2109	572	573	706	1907	1532	1834	10	8	22	0	5	9
MISP	1702	2216	3249	2831	2538	3559	85	90	30	509	438	85	0	1	0	2	0	4
CISD1	429	546	651	407	322	482	607	537	769	944	700	865	779	811	1064	894	1034	1089
LAMA5	4580	6479	8961	11315	8628	16198	1135	1104	2079	2330	2049	2408	2786	3170	5555	3798	4076	8901
KIAA1432	274	375	687	494	369	598	301	309	381	552	445	523	361	456	774	376	498	796
LRP8	587	712	1541	665	382	996	888	951	1026	806	634	424	1294	1337	2067	1399	1521	2875
TMEM59	3231	4415	4621	3991	3111	3803	3923	3603	5388	9909	7572	9550	2514	3221	4021	1476	2422	2495
CDH16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2
MAGEB18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf32	298	441	450	442	316	492	99	94	125	419	274	310	189	202	240	173	226	234
C2	3	4	6	3	0	4	6	4	7	2	3	9	15	3	17	10	10	20
CDC42BPA	872	1323	2087	1811	1474	2304	2225	2156	2539	6516	5181	5053	1073	1267	2062	1097	1128	2244
ATRN	967	1263	2189	1958	1366	2448	953	853	1168	2254	1809	2042	1086	1288	2202	695	880	1634
CD300LF	6	4	5	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0
RAD51B	106	124	137	59	36	50	106	101	120	120	90	84	41	35	42	26	36	39
OR2A7	0	0	1	2	0	0	0	4	2	8	5	11	7	5	5	2	5	7
DEPDC1	1302	1356	2199	693	565	975	1040	980	1058	180	111	64	2083	2382	2873	1674	1980	2387
PSMC3IP	217	389	452	95	105	197	115	96	86	79	52	47	442	423	671	615	642	858
CPSF1	2867	4817	5142	3790	3312	5298	1422	1538	2043	2257	1998	2601	1808	2007	3253	2128	2736	3556
SLC22A13	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	3
TNNT3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PIEZO1	8519	12620	16595	19245	16683	26861	2740	2756	3526	8477	7512	6790	3080	3426	6680	3418	4300	8776
DCP2	602	924	1991	1428	945	2011	916	966	809	578	488	274	659	836	1574	431	536	1275
SLC14A1	4	1	5	0	4	3	5	8	5	34	26	13	0	1	0	0	0	1
BRINP1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SSU72	2255	2978	3232	1808	1588	2099	2959	2786	3801	3354	2646	3385	2627	3080	3770	2570	3129	3017
SLC16A10	136	124	204	272	191	279	43	30	46	5	3	0	79	197	167	73	153	187
KCNC1	2	9	7	3	1	1	0	0	0	0	0	0	0	1	1	0	0	6
CAMP	4	18	1	13	20	8	20	22	16	55	45	51	3	1	2	0	0	0
PDGFRA	0	0	0	0	0	0	0	0	1	0	0	0	9	25	28	0	7	6
GABRA1	235	381	351	468	254	583	0	0	0	1	0	0	0	0	0	0	0	0
PLTP	1	0	2	0	0	0	1	0	0	0	0	0	1	3	1	2	2	1
FN1	6975	10652	8904	11816	8889	12288	24	33	35	22	17	19	725	536	887	1927	838	1173
COMMD8	350	477	529	320	261	330	245	209	308	272	186	200	190	240	290	165	172	173
THEMIS2	0	0	0	0	0	0	0	1	0	0	2	0	2	7	8	3	4	2
TGFB1	4291	5112	5434	4042	2971	4858	27	29	29	48	23	27	1634	1416	1662	1375	1195	926
CHST11	459	624	972	1065	823	1255	496	471	450	724	640	421	592	617	891	701	654	964
EIF3E	10629	15312	14125	14266	13083	13274	5434	4929	7352	9685	7171	8339	3733	4247	4764	3797	4389	3578
PYDC1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0
ZNF385D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EHD1	2452	2558	4854	5551	4329	7134	2325	2312	2310	4018	3266	2906	4897	5581	7589	4479	4886	5244
C1R	23	44	44	12	6	10	14	12	19	0	0	1	16	19	24	10	8	20
IKBKAP	1406	1756	2472	1305	927	1473	819	745	938	888	724	897	1263	1365	1902	1228	1360	1890
